title	content
16학번 문과대학 이진X 학우 지갑 안암역 3번출구에서 주웠습니다	쪽지 주세요 핫게 좀 보내주세용 ㅜㅜ 제가 주워뒀습니다
바뀐 수강신청 딱 이건데?	빈대잡자고 초가삼간 다 태우는거;;
지갑 주인 찾습니다	사범대학 20 오*준님 지갑 안암사거리에서 주웠습니다. 이거 볼수있게 올려주세요
스카이로스쿨, 학부별 대형로펌 입사 현황.jpg	이렇다네.... 한양대는 김앤장이랑 태평양에서 3명더 되긴 했데
여자친구랑 안암에서 데이트하려하는데	여자친구 어디서구하죠?
대면시험 가능인가	나도 온라인보다는 대면시험이 더 좋긴한데 이런거 보면 좀 무섭다
룸메야..너 샤워하면서 랩하는거	진쩌 ㅈ 같아..장문복 목소린데다가 왜 더 못해..? 그리고 갑자기 음 깔면서 섹시한척 소근거리는 랩 하지마..그냥 시장에서 사람들이 수군대는거같아.. + 추가: 그리고 제발 부탁인데 열심히 하지마 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
과제 뒤지게 내주면서 기말 전범위인 이유	시발
본부야.. 회의해야하는거 아니냐..	진짜 내 건강을 걸고 시험 봐야겠니 ㅠ
신진혜 교수님.. 그저 빛.. 인류의 소금..	인생의 희망.. 사회적 거리두기 싫은사람 1순위.. 배려의 끝판왕.. 21세기의 고타마 싯다르타.. 그저 펀 쿨 섹시의 완전체.. 감사합니다ㅠㅠ
코로나 덕분에 앨범이 나올 수 있었다고?	사람이냐?ㅋㅋㅋ
대면시험 절망편 vs 비대면시험 절망편	답은 기말대체과제폭탄
아무리 생각해봐도 이건 아닌듯	중간고사 대체로 과제를 내주셨으면서 기말고사는 전범위라니요 교수님ㅠㅠ 교수님 저 아직 대체과제도 못끝냈습니다
"""성적에 비관한 K대 대학생....."""	"""K대 온라인학습 사이트 해킹한것으로 밝혀져"" ""한 학기 과제, 출석 전부 복구 불가능"" ""조사결과 성적비관으로 인해 저지른 것으로 파악"" ""Y대 등 타 대학, 허술한 K대 시스템 지적"""
진짜 세계관 최강자다	그 찐따같던 블랙보드가 맞다
아니 너무 충격인데	임팩트 혈서 이거는 학교가 학생 의견을 뭐로 안다는 거야 진짜 개돼지만도 못 한 기분 드네 니들은 떠들어라 우린 좃대로 한다 이거잖아 과거에도 이랬을 거고 앞으로도 이러겠지
고려대에 임팩트 있는 것:	킹갓열쇠
고려대 한양대 소울메이트네	"""이런 시시한 설문조사, 임팩트가 없다구"" ""혈서라도 써올테냐?"""
그래서 결론은 임팩트 있게 혈서 써야 함?	오우 쒸뿔
제보 릴레이 인증	"카카오톡-""제보"" 키워드로 검색-언론사 제보용 카톡친구 나오니까 거기에 대자보 자료들 첨부하고, 상황 설명하고 이름/연락처 남기면 제보 접수 빨리 해주심(익명으로 해달라면 해주심) 간단하고 쉽고 무엇보다 임팩트가 있습니다"
누군 임팩트 있게 개지랄 못해서 참고있는줄 아나 ㅅㅂ	학교 행정에 당연히 기본적인 절차가 있고 예의라는게 있으니까 설문조사를 통해 학우들의 의견을 수합하고 그걸 비대위를 통해 전달하는 과정을 거치는 건데 뭐 임팩트? 임팩트있게 화염병이라도 던지면서 의견 제시하기를 바라는 거임?? 진짜 무슨 생각으로 이딴 말을 한 건지 도저히 내 상식으로는
아니 지금 대면 비대면이 문제임??	나 한학기 동안 21학점 들으면서 필기 복습 다했어. 대면시험 안치면 솔직히 공부한게 아까워 미칠거 같아서 조금 이기적이긴 해도 맘속으로는 대면시험 강행되길 간절히 바라고 있었음. 근데 이건 진짜 아니잖아... 대면 비대면을 떠나서 우리 등록금으로 월급 받는 사람들한테 이딴 취
자퇴하세요!!	
지들 행정처리 뭐같은건 신경도 안쓰고	학생들한테 '임팩트' 운운ㅋㅋㅋㅋ 올 상반기에 지들 행정 똥싸지른거 생각 1도 없죠~
혈서 뛰어넘는 임팩트한 방식 찾았다	삼두고배 가자~
제발 대면강행	공부안하고 꿀빠려는 비대면 머가리 깨주세요ㅜㅜ
.	
아니 꿀좀 빨자	옹졸하게 대면무새짓 하지말고
에타에서 백날천날 비대면대면 싸우고 있음 뭐하나	학교는 좃도 안듣는데ㅋㅋㅋㅋ
35퍼센트가 임펙트가없나	캠퍼스 35퍼센트가 무너져도 임펙트 없으려나 ㅋㅋ
나 이 상황 만화에서 봤어	이거 맞지?
근데 경제원론 msp 교수님	맨 처음에 문제 70개씩 낼때 부정행위 방지 차 많이 내는 거고 스피드 퀴즈 식으로 못 풀어도 당연한거다 뭐 이런식으로 말씀하지 않으셨나요? 근데 컷은 그걸 고려안하고 높게 잡으시면 참 곤란한거 같네요
ㅋㅋ	임팩트도 없는 고머생 수강소감에 무슨 독기가 있다고 그러십니까~
존나 신박하다	뚜둥 뚱 뚜둥
그럼 지금 학교는 비대위 요구안	쌩까고 있는거임?
단순히 학교 내 시험장 감염을 막는다고 능사가 아님	그래 학교 내에서 마스크 끼고들 있으니까 괜찮을 수 있어 ㅇㅇ 나도 학교 시험장 내에서는 거리 두면 괜찮을거라고 생각해 그런데 지방에서 올라오면서 그 과정에서 다양한 교통수단 밥집 편의시설을 방문해야 하는 사람들은? 만일 그 과정에서 걸리거나, 모르는 사이 타인에게 옮긴다면?<
.	
2학기도 비대면 강의 각이다 vs 아니다	설문 댓글에 추천 눌러줘
어떤 관계자의 발언일까	논의를 하고는 있나보네
개웃기네	임팩트좌
한양대 혈서논란 JTBC 뉴스나오네	고대는 역시 임팩트가 없나봐
나 고3때 어떻게 집중했지?	진짜 의문
갓세랑 고잡대 중에 고민하다 고잡온건데	ㅆㅂ 존나 후회된다... 걍 갓세갈걸 시발것
신천지 때보다 더 심각한 양상인데 지금	제발 대면강의 원칙 철회해줘... 나는 밖에 나가기 무서워서 가끔 편의점 말곤 아무데도 안 간단말임 ㅜㅜ
학부생 설문에 이런 거 쓰는거임?	지금까지는 그냥 . 찍어서 내서 잘 몰라서 물어봄 본부 건의사항으로 적절한지도 아리송하고
아슬아슬하네 진짜~~	고려대 덕분에 목숨 아슬아슬해~~😊
아아아 오대수 교무처장님	처음에 수업시간에 ‘내 신조는 오늘만 대충 수습한다는 뜻에서 오대수’라고 했을때는 재밌는드립이라고 생각했었는데 막상 당사자로서 ‘오늘만 대충 수습’ 당해버리니까 좀 ㅈ같긴 하네요
교무처장 탄핵못함?	걍 시험뿐만 아니라 코로나 관련해서 개강 즈음부터 일처리 개노답임 2학기에도 '오대수'하다가 비슷한 상황 반복될거 불보듯뻔한데
실제로 서울대 연대가 우리보다 학점 더 잘줌	고대 학점 잘준다고 후려치는데 쟤들이 더 잘줌
법학을 잘하기 위한 자질	공감능력이요? 거짓말치지마세요 차교수님
정은경 “감염 고리 차단 못 하면 수도권 대규모 유행 가능성도”	고리대학교가 될 수도 있음 학교는 대책을 똑바로 내놓길 바람
왜 꼭 공부 안한사람만 패논패 원한다고 생각하지	대학원 진학 생각중이라 열심히 하는 전공 있는데 솔직히 과제 채점 기준도 모르겠고 콜라보는 필기 안띄워질때도 있고 지방에서 시험치러 가야해서 미칠것같은데 공부를 해도 학점이 나온다는 보장이 없어ㅋㅋㅋ 상황이 상황이니만큼 패논패 선택하는게 맞는데 왜 그냥 공부하면 평소같이 나오잖아 이러는
킹-종천	학생 의견 최대한 존중해주려 하시는 게 너무 좋다
카츄 핫게가고싶어❤	오늘은 달 안 꺼줘도 되니까 공감 눌러줄사람 있츄?🥰
교무처 측에서 공지만 쫙 돌렸으면 끝날 문제를	존나 질질 끌게 만드네 ㄹㅇ 이정도면 교무처장 딱밤 맞아도 합법 아니냐 개빡침
설문조사 올리는 과목이	어떻게 한 과목도 없냐... 결과를 떠나서 최소한 의견 수렴은 해야 하는 거 아닌가...?
성대는 소통하라	실검 올렸네
아씨불 대면할거면	학교라도 열어주고하던가ㅡㅡ 더워죽겟는데 공부할자리는 없고 짜증나죽겟네 열람실은 안되고 대면시험은 되는게 말이야 빵구야
아 행정학과	왜 다 대면이냐고
기말고사 때문에 넘 화난다 ㅠ	나는 기말고사 기간 중에 감염될 수 있다는 생각에는 .. 뭐 이것도 내가 판단할 영역은 아니지만,, 작은 확률 정도 있다고 생각해 근데 나는 감염 그 자체보다 내가 그 감염자 위치에 가까웠던 이유 만으로 자가격리자 되는 것이 싫고, 우리학교가 부족한 대처를 한 바람에 큰 사고로
고경온거 후회된다	조국의 미래를 책임져야 하는 부담감 때문에 한 순간도 편하게 살 수가 없다
좋게 말할 때 말 들어라	고 려 대
마늘 나눔합니다.	뭐 거창하게 많은 마늘이 아니라ㅠ 제가 이번에 홈플러스에서 장을 봤는데, 500g을 두번 클릭하는 바람에 1kg가 배송이 왔어요...제가 마늘을 좋아하긴 하지만 1kg까진 제 때 먹지 못할 것 같아서 먹을만큼만 빼놓구 나머지는 그냥 주변 사시는 분들 중 필요한 분들께 드리고자
전공 평점 평균 올립니다	아래 글은 졸업 평균 평점이라 열심히 재수강 하고 열심히 타과 수업 들어서 올리는 경우 학점이 올라가서 bias가 존재하는 통계입니다. 오로지 전공 수업 평점 분포만 보여준 이 통계를 봐주세요
왜 벌써 짹짹거리누	새들이 나보다 더 열심히 사는 것 같네
열람실도 안 열고 주말마다 빡치네	대면 강행할거면 열람실 좀 연장해서 열어라
기말공부해야 되는데 과제하고 있으면 개추ㅋㅋㅋㅋㅋㅋ	일단 나부터ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2학기도 싸강이면	2학기도 싸강이면 난 휴학할거다 하는 사람 손✋🏼
내일 11시 실검운동	여러분 내일 11시입니다. 참여가능하신분은 '고려대는들어라' 라는 문구로 검색한번씩 꼭 부탁드립니다
전범위	쌉에바 그 과목만 듣는것도아니고
하냥대 확진판정 난 후 예상	하냥 학생들 줄줄히 확진 > 고대생중 겹치는 동선 1명 이상 존재할 확률 99.99% > 그 사람이 학교 와서 대면시험을 이미 봤다면? > 고대 폐쇄 급하게 비대면이나 과제대체로 돌림 > 과제폭탄 > 시발꺼 하지만 음성이라면? 그대로 비대면 > 고려대에서 이상증상자 뜸 > 또
6월 20일 도서관 개방	6월 20일 도서관 개방합니다
자정진교수님 명언 남기고 쿨하게 가심	"""종강이 명강이다"" (최호빈, 2020)"
[Web발신] 안녕하세요? 고대에는 이런 문제도 있ㅅ브니다.	프로그래밍 문제 돌았네 진짜 ㅋㅋㅋㅋ
??? : 샤회주의 걍셩대귝 만들곗슙니돠 훠훠	아
방금 안암역에서 매우 놀라셨을 여자분	방금 안암역 2출에서  날개 달린 바퀴벌레(추정)가 날아들어서  어떤 여자분한테 거의 안겨버렸어요ㅠㅠ 너무 죄송해요😭  (안기기보다는 엄청 밀친거 같네요.)  그분한텐 바퀴벌레보다 달려드는 제가 훨씬 무서웠겠죠.  죄송하다는 말도 제대로 못했네요... 진짜 죄송합니다ㅠ  저 남잔데 진짜 놀라셨을거 같아요😭😭  그치만 바퀴벌레에 날개까지 달아주는건 너무 반칙이라구요...  여튼 진짜 죄송합니다ㅠㅠ  내일은 꼭 저같은 쫄보랑 바퀴벌레 만나지 마시길
류혜진 교수님 화금론	화폐이론 같은 핵심은 진짜 조금 배우고 앞에 쓸데 없는 부분만 엄청 배우는데 어디까지 외우고 어디까지 알아야 함..?ㅠㅠ  +지난번에 ㄱㄷㅎ 교수님 화금 듣고 재수강하는 중인데 수업 분위기랑 수업 내용이 많이 다른 듯.. ㄱㄷㅎ 교수님 수업 때는 엄청 어려우면서도 이게 경제구나 하는걸 느꼈는데 이번에는 이딴 걸 왜 외우지 내가? 이런 느낌
고3때 내가 생각난다... 많이 힘들었었나부다	죽지 않을 만큼의 고통은 날 더욱 강하게 한다...는 니체의 말에 나는 동의하지 않는다. 죽지 않을 만큼의 고통은 나를 죽기 직전까지 아프게 한다. 차라리 죽는 게 나을 것 같다는 생각을 하게 한다. 그리고 용기가 부족하여 죽지 못하는 자신의 모습을 보며 침울한 모멸감을 느끼게
요즘 MBTI 좀 질리지 않음??	그럼 MBTMI는 어때?
너무 예쁜 백팩🎒🧡	해외 직구로 구매한 약간 톤다운 된 핑크 가방입니다. 스트랩이 특히 유니크하고 색상도 고급스러워요~ 고양이가 자크 하나를 물어뜯어 하자가 좀 생겼는데 그것 외에는 하자 없고 실용성 최고입니다. 증거로 고양이 사진 첨부합니다. 어디서 퍼 온 거 아니에요.. 양옆에 물병 넣는 공간 있고 앞
이번 시험기간 진짜 버겁다	할거 많아서 힘듦 -> 속상해서 질질 울고 공부 못함 -> 울고나니까 좀 기분좋아짐 -> 기분 좋아지고 긴장 풀려서 놀게됨 -> 다시 할거 많아서 힘듦 계속 반복이야 시험기간에 이렇게 기복 심한거 처음임 원래 무던히 공부하던 스타일이었는데 요번에는 특히 이러네,,,
대학생의 흔한 컬렉션	나는_오늘도_학교를_간다
오픈북 근황.jpg	ㅇㄱㄹㅇ
근데 제보한 사람 잘했네 ㄹㅇ	제보한사람도 20이고 걔네랑 과동기라면 솔직히 좀 꺼려질 수도 있었을텐데
오 세븐틴 노래 좋네	중독성 오져 공부 못하겠음ㅋㅋㅋㅋㅋ
공부하기 싫어서 굿노트로 그림....	으 공부
굿노트 그림 더 그렸어....	아 정말,,, 공부하기 싫다,,,,,,,,,,,,,,, 강의 아직도 남음
진짜 왤케 힘들지	지금까지 공부하던 학기중에서 제일 힘들어....너무 부담스럽고 해도 해도 공부 제대로 안 된 것 같고.... 눈물만 나
방학식 안 하는 거죠?	저 수요일에 종강인데 방학식 안 하고 그냥 내려가도 되겠죠?
주인님.. 나와주세요.. ㅠ .jpg	안그래도 밤새야된단말이에요 ㅠ
우산 이 나쁜놈아 망가질거면 집앞에서 망가지던가	왜 지하철역에서 닫을때 작살나는데
시험 1시간전..	알수없는 자신감이 솟구친다
💚💚💚안녕 쟈기💚💚💚	💚💚💚안녕 쟈기💚💚💚 - 퀸 와사D  안녕 쟈기~💚 Let me shake that 기말~💥 I just got that 400만원짜리 학점 D~🙈 시험공부는 원래 하는 거 아님~nono🤤 Everybody wanna get 종강 for benefit~👾 안녕 쟈기~💚 Let me pop that 졸업~🙏🙏 난 이제 재수강할 일만 남았지~🔨🔨 방학엔 죽어도 계절은 안 듣지~ nono☠ Everybody wanna get 종강 for benefit~👾 나는 공부 절대 안해~😸 블랙보드는 왜 또~🤬 근데 학교는 돈 다 받고 안해줘~🤑 뇌물을 채워~🧧 싫으면 그냥 ㅈ까~🖕 셤말고 과제도 많어~🤮 시험을 버려~ 과제를 버려~🗑 나는 엄마 돈 버려~💸 You can't see me in my block I don't have no glock 교수님 날 쉽게 조져 팍!팍!팍!🗣🗣🗣 털어내 돈을 괍!괍!괍!❗❗❗ 딱딱해 딱딱해~💣 나의 승모근 딱딱해~🙇 🙇 땡땡해 땡땡해~❌❌ 나의 시험지 땡땡해~📝📝
사심 아니	교수님 시바 이렇게 빅엿을 주시면 어떡합니까 진짜 맨날 똑같은 말만 반복 하시고 네!?!?!?!?!?!?!?
길 잃은 새내기를 도와주신 여자 분♡	그분이 이 글을 보실 지 모르겠지만 오늘 시험 5분 전까지 건물을 못 찾고 있던 새내기를 도와주신 여자 분 너무 감사했습니다! 시험 시간이 너무 가까워서 제대로 감사인사도 못하고 뛰어가버렸네요 ㅠㅠ 선배님인지 아닌지 물어보지도 못했어요.. 덕분에 시험 잘 마치고 집에 갑니당!
라진혁 교수님 기말고사	라진혁 교수님 재무관리 기말 시험 후 에타를 쭉 봤는데 체감 했듯이 난이도가 정말 어려웠습니다. 비록 시험이 정말 어려웠지만, 익명성 뒤에서 빈정대는 것은 보기가 좀 그렇습니다. 시험이 어려워서 속상하다, 공부했던 보람이 적다 같은 글들은 이해가 가는데 시험 난이도를 가지고 현
공영방송 드라마 근황	대놓고 프레이밍질 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ . 애국보수당 vs 다같이진보당 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ애국보수당엔 쓰레기만 넣고 다같이진보당에는 인성 ㅅㅌㅊ만 넣음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 현실은 미투 다 어디서 나왔죠? 대선댓글조작 지선선거조작 어느당이 했죠?
내일 감삶 준비물	1. 삼각대 2. 360도 회전 노트북 스탠드 3. 요강
감삶 점수보니까	자기효능감과 자기존중감이 떨어진 것 같아
새삼스럽지만 다들 이번학기 고생 많았다	첫 대학생활을 보낼 생각에 설레하던 20학번 새내기도, 선배가 돼서 뻔후를 챙기고 싶었던 19학번도, 각종 스펙이나 학점쌓기 등 저마다의 목표를 가지고 있던 18학번 이상도 모두 고생 많았다. 이번학기는 시작할 때부터 완전 혼돈의 카오스였는데 어떻게든 끝나긴 끝났네. 다들 익숙지 않은
드디어 이번에 토르 공부법 성공했다	벼락치고 망치는것 까지 완벽한 마무리였다
🔥제 뱃살 무료 나눔합니다🔥	필요하신만큼 가져가주세요. 안암 직거래가능합니다. 쿨거래하시면 팔뚝살이랑 허벅지살도 덤으로 드려요!!!
📸일상다반사 정기 사진전📸	📸 일상다반사 정기 사진전 📸  겨울이 지나면 늘 그렇게 오는 줄 알았던 봄은 올해 그 어느 때보다 더디게 왔고 우리의 일상은 많이 바뀌었습니다. 당연한 것들이 무척 그리운 요즘, '되찾고 싶은 우리의 일상' 이라는 주제로 고려대학교 사진동아리 일상다반사는 인스타그램 @ku.photographers 에서 온라인 사진전을 진행합니다😊 . 📸 사진은 7.1부터 순차적으로 공개중입니다  다시 일상속에서 평안한 행복을 누리길 바라며. 온라인 사진전에 많은 관심부탁드립니다🙏
유지연 교수님 최고다	와 진짜
ㅋㅋㅋㅋㅋ 아 우리 엄마 진짜 귀여워 ㅋㅋㅋㅋㅋ	갑자기 종강 한거냐고 물어보더니..... 아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 컴터보다가 오른쪽 보고 나한테 캡쳐해서 보내준거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
태쁘가 나의 에이쁠을 기원합니다❤❤❤	❣❤태쁘추❤❣
깜탄이🐹를 기억 하시나요?	오늘 깜탄이에게 햄찌 버전 서브웨이 오트밀 레이즌을 만들어 줬는데 냄새 맡고 쏙 가져 가더라구요! 그래서 성공한 줄 알고 완전 기뻐했는데,,, 한 입 하고 버리고 가더라요,,, 흑흑😭 유월이 근황 본 김에 깜탄이 근황도 남겨 봅니다,,,!!
그놈의 로스쿨 로스쿨	이런 새끼들 때문에라도 사법고시로 다시 바꿔야함 ㅋㅋ
심리학과 그지같은거	전공 4점대 유지되나 이거 시바
로스쿨과 관련해 새내기분들에게 전하고 싶은 말	작년에 로스쿨 입학한 재학생입니다. 심심해서 에타보고 있는데 학점 나오는 철이 되니 로스쿨에 대한 관심이 점점 뜨거워지고 있는데 제대로 된 정보는 적다고 여겨져 이렇게 글을 써봅니다. 혹시 반박하고 싶은 내용이 있어도 아 저 꼰대새끼는 저렇게 생각하나보구나 하고 넘어가주시고 과하게 공격
문돌이 수학과 과목들은 후기	잘나온거같아 히히
문과 안에서는 학점비율 좀 맞춰야되지 않냐?	솔직히 공대랑 문과 비교하는거는 아예 진로나 방향성자체가 큰 틀에서 너무 다르니깐 그렇다치는데, 문과 안에서 경제 통계 심리 셋이랑 다른 과들이랑은 학점밸런스 좀 맞춰줘야지. 이 셋은 다른 문대랑 진로도 대부분 겹치는데 여기서 학점을 확 차이나는 비율로 줘버리면 과 간 형평성
2020 2학기 수강신청 일정 안내	포털 pdf 파일
7/8 새벽 3시쯤에 법후 gs쪽에서 술먹고 사람 때린 사람	7월 8일 새벽 3시쯤에 법후 gs쪽에서 술취한 일행 두명이 다른 사람들한테 시비걸면서 때리고 욕하고 소리지르고 그러던데 우리 학교 사람은 아니겠죠??;; 진짜 엄청 취해보이던데 우리 학교 사람이면 너무 창피할 것 같네요
손정우 미국 송환 불허한 이유.	앞서, '손정우 형량에 대한 법률적 분석' 이라는 글을 남긴 사람입니다. 손정우 형량에 대해 궁금한게 있으신 분들은 그 글을 참고하면 좋을 것 같습니다. 가장 많은 분들이 궁금해 하신 게 '미국 송환을 불허한 이유' 였습니다. 그래서 이 글을 통해 정리해보고자 합니다
와 미투 때문에 집 나간거야?	존나 추하네 제발 무사히 살아있길 빈다
미투 접수가 된거지 진짜 성추행을 했는지 아직 확인 안된거아냐?	미투 허위 접수로 오히려 신고자가 유죄 판결받은 연예인들 보고 느낀게 없나봐 오달수 님이나 김진욱 님 그 당시에 욕먹고 다 찍은 영화 하차까지하고 했는데 결국 아닌 사건도 있었는데 공중파에 나와서 의혹 자체가 찌라시가 아닌 것은 맞지만 벌써 추하다 비열하다 이런 식의 욕을 할
약속	엄마 안녕? 오늘은 엄마한테 미처 못 했고 앞으로도 평생 못 할 이야기를 하고 싶어서 이렇게 글을 적어. 엄마는 나의 엄마로 시작해서 결국은 나의 딸이 될 거라는 걸 잘 알고 있어. 처음에 엄마가 나를 돌본 것처럼 나중에는 내가 엄마를 돌봐야겠지. 스무 살이 되고 처음으로 엄마가 내 앞
제발 살아있었으면..	만약 미투가 사실이라 할지라도 죽는 건 해결이 될 수 없다.. 피해자에게도 짐을 지우는거고 본인 인생에도 그렇고 가족들에게도 그렇고 서울시장으로서 서울시민에게도 그렇다 진실 공방은 뒤로 하고 일단 살아 있었으면 좋겠다
도대체 우리나라는	왤케 권력형 성범죄가 끊이질 않는거냐 제발 직장에선 일만해 병신들아
서울시장이 이렇게 임기중에...	말이되냐... 그렇게 쌓아올린 게 무너지는 것이 무서웠을까 목숨보다도 더? 무책임하다
미투는 포장일 뿐	죽은 건 다른 이유가 있었을 것 같음
미투 진짜면 피해자는 진짜 무슨 죄야	그동안 당했던 거 용기 내서 미투 고발했는데 ㅈㄴ 무책임하게 못참갰다미안ㅠ 하고 죽어버리면 성추행 당했던 트라우마 + 자살 트라우마까지 안고 살아야 하는 거잖아 진짜 세상에서 제일 무책임하다 역겨워
성욕이 그리 참기 힘든가?	다들 예외없이 이걸로 훅가네
서울대 교수님 일침 떴다 ㄷㄷ 역시	틀린 말은 절대 안한다는
마음을 복잡하게 하는 소식	한 번도 뽑지는 않았지만 서울시민으로서 꽤나 친근하고 큰 일도 없고 사람마다 다른 시각이 이ㅛ겠지만 3선이나 하면서 참 괜찮은 시장이구나 생각하고 있었는데  이렇게 갑자기 이런 선택을 하는게 서울이라는 천 만의 수도 시장이 이렇게 허무하게 또 미투가 사실이라면 이렇게 그냥 회피해버리는게 참 무책임하구나 싶고 또 생명은 소중하고 보여준 모습으로는 뭔가 안타깝기도 하고  참 복잡하네
이번 미투는 사실무근 아닐듯	박 시장은 그동안 자신을 ‘페미니스트’라고 지칭해왔다. 인권 변호사였던 박 시장은 과거 우리나라에서 최초로 제기된 성희롱 관련 소송인 1993년 ‘서울대 신 교수 사건’이다. 당시 피해자 우 조교의 변호인이었던 박 시장은 6년의 법정투쟁 끝에 신 교수가 우 조교의 정신적 피해에 500만
박원순 시장 자살	내 주변에 알만한 사람들은 아는데 나도 비슷하게 지인이 강제추행 등등을 해서 고소했었음. 원래 꽤 친하고 잘 맞는 편이었는데 첨으로 술마신날 싫다고 하는데도 강제로 그러더라.(둘다 술 좋아하는데 상대가 운동하는 사람임) 처음에는 미안하다 근데 기억은 안난다고 하다가 어느날 성범
안암역 보문 방면에 미니언 에어팟 놓고 가신 분!	안암역 보문 방면으로 가는 지하철 쪽 의자에 누가 미니언 에어팟 놓고 가셨습니당!!! 주인 분은 찾아가세요!!
호모포비아 글 박제함ㅎㅎ	어쩐지 삭튀할거같더라ㅋㅋㅋ
국밥 진ㅉㅏ화난다	개빡쳐자꾸 국밥=가성비개념인간 되는거 개싫어 너 진짜 제발 국밥먹자고했을때 너는 허영에찌들지않았고 다른여자들처럼 유행만쫓지않고 개념있는 여자구나 이딴눈으로보지도말고 입좀닫았으면좋겠음 나는 진심그냥 뜨끈한국밥이좋은건데 자꾸 개념있고 다른여자들과는 다른 너 나를생각해주는너 이딴얼
에타 시간표업뎃	벌써된거야...? ㄷㄷ
또 물보라를 일으켜	다..🐬..다..🐬..다..🐬..다...🐬...다다다..🐬...다다다...🌊🌊또🌊물보라를🌊일으켜🌊🌊 ..다..🐬..다..🐬..다..🐬..다...🐬...다다다..🐬...다다다...🌊🌊또🌊물보라를🌊일으켜🌊🌊 ..다..🐬..다..🐬..다..🐬..다...🐬...다다다..🐬...다다다...🌊
아 전복샀는데 아이스팩 ㅈ같네 ㅡㅡ	전복먹기 싫어짐
이쯤에서 보는 실검 레전드	재미로만 봐요🤣
하루가 행복해지는 사진	어제 한강갔다가 너무 귀엽게 웃고 있는 강아지를 발견했어용 다들 사진 보시고 오늘 하루 행복하게 보내세요 ❤️
skt 쓰는 친구들아 0캠퍼스 가입해줘~~~	122명만 더 모이면 레벨2야. 그러면 우리 모두 데이터2기가 무료이고 flo랑 wavve 80%할인이야!! 제발 가입해줘😆😆
우리 애기 보고가라	세계최고다
다중탭 뚫는 법 많은 것 같은데	걍 풀어라 학교야
저한테 사가셔서 더 비싸게 되파시려고 한 분~	저한테 뷔스티에 원피스+반팔티 6000원에 사가셔서 원피스 7000원에 판다고 올리신 분... 심지어 본문에 1만원 넘게 주고 샀다는 식으로 쓰셨길래 댓글로 여쭤봤더니 강남 지하상가에서 샀다고 하시길래 과거 거래 당시 오픈채팅 링크로 들어와달라고 하니까 글도 삭제하시고 오픈채팅방도 나가
젠더법학ㅋㅋㅋㅋ	웃기농ㅋ
skt 0캠	레벨2 됐다~~~~ 학우님들 감사해요❣
고양이와 개	많이보구가~
🌕2020 추석 귀향버스 수요조사🌕	🌕2020 추석 귀향버스 수요조사🌕  안녕하세요 고려대학교 학생복지위원회입니다! 추석마다 학생복지위원회에서는 학우분들의 귀향을 돕기 위해 귀향버스를 운영하고 있습니다! 저렴한 가격에 간식까지 제공합니다😀  2020년 추석 귀향버스 성공적인 진행을 위해 간단히 수요조사를 진행하고자 하니 많은 참여 부탁드립니다! 추첨을 통해 5분께 스타벅스 기프티콘을 드립니다🤗🤗  수요조사 링크: http://naver.me/5ClIv36k  *코로나로 인해 버스 노선의 변경, 통폐합, 탑승 인원의 변경이 생길 수도 있습니다. **코로나가 심해지면 귀향버스는 취소될 수도 있습니다. ***자세한 사항은 수요조사 이후 다시 안내해드리겠습니다
그래서 다중탭 어떻게 된 거야	나만 모르는 상태로 묻히는 거야 뭐야;
과목 사고파는거 막았더니 다중탭을 사고파네	과목 사고파는거 막은건 좋은데 왜 다중탭을 없애서... 다중탭 할줄 아는 사람들 일일알바로 고용하게 생겼잖아 막을거면 제대로 막던가 완전히 못막을거면 모두에게 기회를 주던가 뭐하자는거야
아~~~	쎽쓰하고싶어~
아니 온라인인지 대면인지 계획서에 써놔야할 거 아니야ㅠㅠㅠㅠ	일일이 메일 보내게 하네
🌿18학번이 알려주는 대외활동/인턴 포트폴리오 제작🌿	안녕하세요~ 이 게시판에서 '18학번이 알려주는'으로 시작하는 글로 몇 번 핫게 갔던 '그' 18학번입니다ㅋㅋㅋ 다들 방학은 잘 보내고 계신가요? 저는 3학년 1학기를 마치고 다음 학기를 휴학하게 되었는데요, (오늘 휴학 버튼 누를 생각에 두근두근!) 가고 싶었던 언론사에서 뉴
여성가족부 폐지안하냐??	역겹다 역겨워
흔한 2학년 비상경계 문과생의 고민	혼자서 머리 싸매다가 어이 없어서 정리해봄. 수강신청이 얼마 안남았네 수강신청할 과목을 다 정하긴 했는데 내가 확실히 이 과를 이중하려는게 아니면 굳이 이만큼 선수강할 필요가 있을까? 융전을 하는게 이 시점에서 더 효율적이지 않을까? 남들이 상경계 이중한다고 해서 내가 하면
따봉도치야 고마워~~~~~~!!!!!!!	얘들아 좋아요 눌러~!
장마는 버섯을자라게 하지	과도 가는데이상한 버섯 봐써(*'ω'*)
